,Coach,From,To,Last School,Yrs,G,W,L,W-L%,CREG,CTRN,NCAA,FF,NC
3131,Tommy Suitts,1982,1990,Chicago State,9,246,89,157,.362,0,0,0,0,0
3132,Frank Sullivan,1992,2007,Harvard,16,423,178,245,.421,0,0,0,0,0
3133,Gene Sullivan,1981,1989,Loyola (IL),9,263,149,114,.567,3,1,1,0,0
3134,R.L. Sullivan,1920,1925,Mississippi,6,102,66,36,.647,0,0,,,
3135,Tom Sullivan,1986,2004,Maryland-Baltimore County,10,280,108,172,.386,1,0,0,0,0
3136,Don Suman,1950,1959,Rice,10,237,132,105,.557,1,0,1,0,0
3137,Frank Summers,1936,1949,Virginia Military Institute,3,55,9,46,.164,0,0,0,0,0
3138,Bob Sundvold,1997,2000,Missouri-Kansas City,4,113,43,70,.381,0,0,0,0,0
3139,Clay Sutherland,1948,1954,Iowa State,7,151,63,88,.417,0,0,0,0,0
3140,Eddie Sutton,1970,2008,San Francisco,37,1135,806,329,.710,9,8,26,3,0
3141,Mike Sutton,2003,2011,Tennessee Tech,9,279,149,130,.534,1,0,0,0,0
3142,Scott Sutton,2000,2016,Oral Roberts,17,545,320,225,.587,5,3,3,0,0
3143,Sean Sutton,2007,2008,Oklahoma State,2,68,39,29,.574,0,0,0,0,0
3144,Johnny Swaim,1968,1977,Texas Christian,10,253,102,151,.403,2,0,2,0,0
3145,Joe Swank,1961,1971,Centenary (LA),11,282,132,150,.468,0,0,0,0,0
3146,A.L. Swanson,1945,1945,Louisiana State,1,13,9,4,.692,0,0,0,0,0
3147,Henry Swasey,1938,1946,New Hampshire,6,96,36,60,.375,0,0,0,0,0
3148,Everett Sweeley,1906,1907,Washington State,2,19,10,9,.526,0,0,,,
3149,Bob Sweeney,1959,1962,New Mexico,4,96,21,75,.219,0,0,0,0,0
3150,George Sweeney,1921,1921,Canisius,1,9,5,4,.556,0,0,,,
3151,Van Sweet,1944,1963,Pacific,12,287,98,189,.341,0,0,0,0,0
3152,Edwin Sweetland,1910,1912,Kentucky,2,21,13,8,.619,0,0,,,
3153,George Sweetland,1905,1908,North Dakota,4,32,29,3,.906,0,0,,,
3154,T.R. Sweetland,1915,1915,Tulane,1,5,2,3,.400,0,0,,,
3155,Chuck Swenson,1988,1994,William & Mary,7,196,62,134,.316,0,0,0,0,0
3156,Peggy Swope,1899,1899,Grove City,1,2,0,2,.000,0,0,,,
3157,Wayne Szoke,1985,1998,Monmouth,14,379,205,174,.541,0,1,1,0,0
3158,Frank Szymanski,1979,1983,Baltimore,5,133,46,87,.346,0,0,0,0,0
3159,Carl Tacy,1972,1985,Wake Forest,14,398,245,153,.616,0,0,5,0,0
3160,Bob Tallent,1975,1981,George Washington,7,186,102,84,.548,0,0,0,0,0
3161,Charles Tallman,1926,1926,Marshall,1,17,10,7,.588,0,0,,,
3162,Leonard Tanseer,1934,1941,La Salle,8,149,90,59,.604,0,0,0,0,0
3163,Ed Tapscott,1983,1990,American,8,226,109,117,.482,1,0,0,0,0
3164,Jerry Tarkanian,1970,2002,Fresno State,30,963,761,202,.790,17,8,18,4,1
3165,Dick Tarrant,1982,1993,Richmond,12,365,239,126,.655,5,4,5,0,0
3166,Wilder Tasker,1922,1928,William & Mary,7,113,64,49,.566,0,0,,,
3167,Melvin Taube,1946,1950,Purdue,5,91,45,46,.495,0,0,0,0,0
3168,Benjy Taylor,2008,2015,Hawaii,4,127,61,66,.480,0,0,0,0,0
3169,Billy Taylor,2003,2013,Ball State,11,333,165,168,.495,2,1,1,0,0
3170,Blaine Taylor,1992,2013,Old Dominion,19,590,380,210,.644,4,5,6,0,0
3171,Carl Taylor,1913,1913,Texas,1,12,8,4,.667,0,0,,,
3172,Dedrique Taylor,2014,2016,Cal State Fullerton,3,92,30,62,.326,0,0,0,0,0
3173,E.D. Taylor,1946,1949,Colorado State,4,101,38,63,.376,0,0,0,0,0
3174,Fred Taylor,1959,1976,Ohio State,18,455,297,158,.653,7,0,5,4,1
3175,George Taylor,1926,1929,Yale,4,84,39,45,.464,0,0,,,
3176,Harold Taylor,1925,1927,Minnesota,3,49,19,30,.388,0,0,,,
3177,Jim Taylor,1972,1975,South Alabama,4,103,62,41,.602,0,0,0,0,0
3178,Nathaniel Taylor,1990,1990,Morgan State,1,28,8,20,.286,0,0,0,0,0
3179,Gus Tebell,1925,1951,Virginia,27,545,320,225,.587,0,1,0,0,0
3180,Clayton Teetzel,1906,1914,Utah State,9,84,45,39,.536,0,0,,,
3181,Tom Temple,1927,1928,Saint Joseph's,2,34,12,22,.353,0,0,,,
3182,Stuart Templeton,1911,1911,Northwestern,1,19,4,15,.211,0,0,,,
3183,S.A. Tennison,1918,1918,Wisconsin-Stevens Point,1,14,14,0,1.000,0,0,,,
3184,Rodney Tention,2006,2008,Loyola Marymount,3,92,30,62,.326,0,0,0,0,0
3185,Rodney Terry,2012,2016,Fresno State,5,169,85,84,.503,0,1,1,0,0
3186,Ralph Thacker,1914,1916,Lake Forest,3,23,12,11,.522,0,0,,,
3187,George Theofanis,1971,1977,Butler,7,184,79,105,.429,0,0,0,0,0
3188,Reggie Theus,2006,2016,Cal State Northridge,5,162,77,85,.475,0,1,1,0,0
3189,Dutch Thiele,1921,1921,Dayton,1,22,6,16,.273,0,0,,,
3190,Aki Thomas,2013,2016,Maryland-Baltimore County,4,123,28,95,.228,0,0,0,0,0
3191,Cullen Thomas,1913,1918,Butler,5,44,16,28,.364,0,0,,,
3192,Derek Thomas,2004,2008,Western Illinois,5,144,40,104,.278,0,0,0,0,0
3193,Floyd Thomas,1913,1913,Iowa,1,22,9,13,.409,0,0,,,
3194,Isiah Thomas,2010,2012,Florida International,3,91,26,65,.286,0,0,0,0,0
3195,R.L. Thomas,1915,1915,Washington (MO),1,13,6,7,.462,0,0,,,
3196,Roy Thomas,1995,1999,North Carolina A&T,5,140,61,79,.436,0,1,1,0,0
3197,Roy Thomas,1910,1912,Wichita State,3,36,12,24,.333,0,0,,,
3198,Bob Thomason,1989,2013,Pacific,25,758,436,322,.575,6,4,5,0,0
3199,Brooks Thompson,2007,2016,Texas-San Antonio,10,311,133,178,.428,0,1,1,0,0
3200,Derek Thompson,2002,2003,Morris Brown,2,57,13,44,.228,0,0,0,0,0
3201,Ed Thompson,1978,1979,Austin Peay,2,53,23,30,.434,0,0,0,0,0
3202,Gary Thompson,1965,1971,Wichita State,7,187,93,94,.497,1,0,1,1,0
3203,John Thompson,1973,1999,Georgetown,27,835,596,239,.714,7,6,20,3,1
3204,John Thompson,2001,2016,Georgetown,16,507,332,175,.655,6,1,10,1,0
3205,Mel Thompson,1961,1967,Citadel,7,163,67,96,.411,0,0,0,0,0
3206,Ronny Thompson,2007,2007,Ball State,1,31,9,22,.290,0,0,0,0,0
3207,Scott Thompson,1988,2000,Cornell,13,359,150,209,.418,0,0,0,0,0
3208,T.L. Thompson,1900,1901,Grove City,2,14,3,11,.214,0,0,,,
3209,Thomas Thompson,1911,1921,Denver,3,38,16,22,.421,0,0,,,
3210,Thompson,1908,1908,Arizona,1,3,1,2,.333,0,0,,,
3211,Tummy Thomsen,1956,1956,Creighton,1,23,11,12,.478,0,0,0,0,0
3212,Bob Thorn,1921,1925,Grove City,5,99,82,17,.828,0,0,,,
3213,Ed Thorp,1920,1923,New York University,4,55,42,13,.764,0,0,,,
3214,Zopher Thorpe,1904,1904,Oregon State,1,4,2,2,.500,0,0,,,
3215,W.L. Throop,1908,1908,Vanderbilt,1,16,6,10,.375,0,0,,,
3216,Clarence Thurber,1914,1915,Wabash,2,25,18,7,.720,0,0,,,
3217,John Thurber,1913,1921,Franklin,9,91,52,39,.571,0,0,,,
3218,John Thurston,1986,1988,James Madison,3,75,31,44,.413,0,0,0,0,0
3219,Mike Tichy,1955,1955,Portland,1,9,4,5,.444,0,0,0,0,0
3220,Jack Tierney,1923,1923,Loyola (IL),1,12,5,7,.417,0,0,,,
3221,Tim Tift,1978,1980,UC-Irvine,3,78,26,52,.333,0,0,0,0,0
3222,J.J. Tigert,1913,1917,Kentucky,2,18,9,9,.500,0,0,,,
3223,George Tilden,1908,1910,Union (NY),3,32,7,25,.219,0,0,,,
3224,Jimmy Tillette,1998,2012,Samford,15,448,229,219,.511,1,2,2,0,0
3225,Roy Tillotson,1925,1930,Miami (OH),6,93,44,49,.473,0,0,,,
3226,Robert Timmons,1954,1968,Pittsburgh,15,363,174,189,.479,0,0,3,0,0
3227,Wayne Tinkle,2007,2016,Oregon State,10,312,194,118,.622,2,3,4,0,0
3228,Wilbur Tisdale,1918,1919,Rice,2,28,14,14,.500,1,0,,,
3229,Rolland Todd,1970,1970,Nevada-Las Vegas,1,26,17,9,.654,0,0,0,0,0
3230,Art Tolis,1988,1988,New Orleans,1,32,21,11,.656,1,0,0,0,0
3231,Tomlinson,1909,1909,St. Lawrence,1,17,12,5,.706,0,0,,,
3232,Bernie Tommers,1917,1917,Yale,1,24,19,5,.792,1,0,,,
3233,Andrew Toole,2011,2016,Robert Morris,6,207,120,87,.580,2,1,1,0,0
3234,Mush Torson,1954,1954,Portland,1,28,9,19,.321,0,0,0,0,0
3235,Monte Towe,2002,2006,New Orleans,5,148,70,78,.473,0,0,0,0,0
3236,Russell Townsend,1918,1919,Wabash,2,32,21,11,.656,0,0,,,
3237,Tom Tracey,1916,1917,Niagara,2,17,6,11,.353,0,0,,,
3238,George Trautman,1920,1922,Ohio State,3,62,29,33,.468,0,0,,,
3239,William Trautwein,1939,1949,Ohio,11,226,136,90,.602,0,0,0,0,0
3240,Fred Trenkle,1995,1999,San Diego State,5,138,55,83,.399,0,0,0,0,0
3241,Charles Trexler,1903,1903,Muhlenburg,1,10,6,4,.600,0,0,,,
3242,Ken Trickey,1966,1989,Oklahoma City,13,350,171,179,.489,0,1,1,0,0
3243,Vic Trilli,1998,2001,North Texas,4,107,20,87,.187,0,0,0,0,0
3244,W.O. Trine,1903,1907,Oregon State,5,45,40,5,.889,0,0,,,
3245,Ajac Triplett,1980,1983,Delaware State,4,106,44,62,.415,0,0,0,0,0
3246,Thomas Trotter,2001,2004,Maryland-Eastern Shore,4,114,36,78,.316,0,0,0,0,0
3247,Terry Truax,1984,1997,Towson,14,405,202,203,.499,4,3,2,0,0
3248,Frank Truitt,1966,1974,Kent State,9,221,80,141,.362,0,0,0,0,0
3249,Bill Trumbo,1984,1986,Idaho,3,87,28,59,.322,0,0,0,0,0
3250,Louis Tschudi,1934,1935,Dayton,2,31,13,18,.419,0,0,,,
3251,Billy Tubbs,1977,2006,Texas Christian,29,926,609,317,.658,8,3,12,1,0
3252,Jimmy Tubbs,2005,2006,Southern Methodist,2,57,27,30,.474,0,0,0,0,0
3253,H.S. Tucker,1915,1915,North Carolina State,1,10,5,5,.500,0,0,,,
3254,Steve Tucker,1987,1987,Sam Houston State,1,28,16,12,.571,0,0,0,0,0
3255,Rod Tueller,1980,1988,Utah State,9,259,138,121,.533,1,1,3,0,0
3256,Mark Turgeon,1999,2016,Maryland,18,581,364,217,.627,1,0,7,0,0
3257,M.K. Turk,1977,1996,Southern Mississippi,20,567,300,267,.529,1,0,2,0,0
3258,Bill Turner,1968,1969,Portland,2,52,8,44,.154,0,0,0,0,0
3259,Les Turner,1923,1927,Southern California,5,84,48,36,.571,0,0,,,
3260,Russ Turner,2011,2016,UC-Irvine,6,206,117,89,.568,2,1,1,0,0
3261,H.F. Tuttle,1915,1915,Wooster,1,15,5,10,.333,0,0,,,
3262,Alvin Twitchell,1921,1930,Colorado College,9,151,100,51,.662,2,0,,,
3263,Forrest Twogood,1937,1966,Southern California,21,552,302,250,.547,2,0,3,1,0
3264,Donnie Tyndall,2007,2015,Tennessee,9,304,186,118,.612,0,2,2,0,0
3265,Donald Ulrich,1916,1917,Kent State,2,20,6,14,.300,0,0,,,
3266,Leonard Umnus,1926,1928,Wichita State,3,61,47,14,.770,0,0,,,
3267,James Underhill,1936,1937,Saint Mary's (CA),2,44,28,16,.636,0,0,,,
3268,Ralph Underhill,1988,1996,Wright State,9,256,147,109,.574,0,1,1,0,0
3269,Brad Underwood,2014,2016,Stephen F. Austin,3,103,89,14,.864,3,3,3,0,0
3270,Herbert Underwood,1926,1926,Navy,1,17,12,5,.706,0,0,,,
3271,Luke Urban,1922,1932,Canisius,10,128,80,48,.625,0,0,,,
3272,James Usilton,1927,1939,Temple,13,284,205,79,.722,2,0,0,0,0
3273,Philip Utley,1923,1923,Wake Forest,1,17,12,5,.706,0,0,,,
3274,John Utz,1934,1936,Muhlenburg,3,57,30,27,.526,0,0,,,
3275,Steve Vacendak,1987,1992,Winthrop,6,172,74,98,.430,0,1,0,0,0
3276,Fred Vail,1909,1914,Gettysburg,6,82,40,42,.488,0,0,,,
3277,Paul Valenti,1960,1970,Oregon State,7,173,91,82,.526,1,0,1,0,0
3278,Bob Valvano,1985,1988,St. Francis (NY),4,112,38,74,.339,0,0,0,0,0
3279,Jim Valvano,1973,1990,North Carolina State,18,537,337,200,.628,2,2,9,1,1
3280,Butch van Breda Kolff,1952,1994,Hofstra,21,575,346,229,.602,8,2,4,1,0
3281,Jan Van Breda Kolff,1992,2003,St. Bonaventure,12,359,204,155,.568,1,0,2,0,0
3282,Larry Van Eman,1971,1974,Arkansas,4,104,39,65,.375,0,0,0,0,0
3283,Eugene Van Gent,1915,1922,Stanford,4,61,42,19,.689,1,0,,,
3284,Stan Van Gundy,1995,1995,Wisconsin,1,27,13,14,.481,0,0,0,0,0
3285,Allen Van Winkle,1982,1985,Southern Illinois,4,111,49,62,.441,0,0,0,0,0
3286,Rip Van Winkle,1938,1942,Miami (OH),5,84,46,38,.548,0,0,0,0,0
3287,Benjamin VanAlstyne,1927,1949,Michigan State,22,394,231,163,.586,0,0,0,0,0
3288,Bob Vanatta,1954,1967,Missouri,14,342,188,154,.550,0,0,2,0,0
3289,Joseph Vancisin,1957,1975,Yale,19,448,206,242,.460,2,0,2,0,0
3290,Bill Vandenburgh,1956,1958,Fresno State,3,79,44,35,.557,0,0,0,0,0
3291,Marvin Vanover,1985,1986,Augusta State,2,58,21,37,.362,0,0,0,0,0
3292,Tommy Vardeman,1990,1997,Centenary (LA),8,223,104,119,.466,1,0,0,0,0
3293,Pete Vaughan,1920,1925,Wabash,6,129,95,34,.736,0,0,,,
3294,R.E. Vaughn,1913,1916,Purdue,4,53,21,32,.396,0,0,,,
3295,George Veenker,1929,1931,Michigan,3,47,35,12,.745,1,0,,,
3296,Don Verlin,2009,2016,Idaho,8,257,131,126,.510,0,0,0,0,0
3297,Ron Verlin,2014,2016,Pacific,3,93,38,55,.409,0,0,0,0,0
3298,Dick Versace,1979,1986,Bradley,8,244,156,88,.639,3,1,2,0,0
3299,Bill Vesp,1973,1976,Colgate,4,98,47,51,.480,0,0,0,0,0
3300,Greg Vetrone,2010,2013,Fairleigh Dickinson,4,121,26,95,.215,0,0,0,0,0
3301,Tim Vezie,1975,1979,San Diego State,5,139,77,62,.554,2,1,2,0,0
3302,Preston Vice,1976,1977,Hardin-Simmons,2,49,18,31,.367,0,0,0,0,0
3303,J.W. Viggers,1903,1903,Oregon State,1,3,2,1,.667,0,0,,,
3304,Mike Vining,1982,2005,Louisiana-Monroe,24,704,401,303,.570,7,7,7,0,0
3305,Jimmy Virdmontes,1964,1967,West Texas A&M,4,89,36,53,.404,0,0,0,0,0
3306,Ed Visscher,1980,1980,Florida,1,28,7,21,.250,0,0,0,0,0
3307,Gene Visscher,1972,1983,Northern Arizona,6,148,74,74,.500,2,0,2,0,0
3308,Dick Vitale,1974,1977,Detroit Mercy,4,108,78,30,.722,0,0,1,0,0
3309,Van Vleit,1924,1924,Army,1,18,16,2,.889,0,0,,,
3310,Mike Vosburg,1923,1923,Washburn,1,15,6,9,.400,0,0,,,
3311,Earl Voss,1974,1982,West Chester,9,232,75,157,.323,1,0,0,0,0
3312,Jack Vowell,1924,1924,Texas-El Paso,1,13,3,10,.231,0,0,,,
3313,Phil Vukicevich,1967,1971,San Francisco,5,108,51,57,.472,0,0,0,0,0
3314,Edward Wachter,1921,1933,Harvard,13,202,121,81,.599,0,0,,,
3315,Leonard Wachter,1925,1928,Dartmouth,4,85,59,26,.694,1,0,,,
3316,Bob Wade,1987,1989,Maryland,3,86,36,50,.419,0,0,1,0,0
3317,John Wade,1991,1995,Eastern Washington,5,132,34,98,.258,0,0,0,0,0
3318,Wallace Wade,1922,1923,Vanderbilt,2,40,24,16,.600,0,0,,,
3319,Will Wade,2014,2016,Virginia Commonwealth,3,101,65,36,.644,1,0,1,0,0
3320,Griz Wagner,1923,1925,Franklin,3,58,53,5,.914,0,0,,,
3321,Wagner,1951,1952,Baldwin-Wallace,2,47,28,19,.596,0,0,0,0,0
3322,Merle Wagoner,1926,1933,Kent State,8,124,43,81,.347,0,0,,,
3323,Jerry Wainwright,1995,2010,DePaul,16,469,244,225,.520,3,2,3,0,0
3324,Vance Walberg,2007,2008,Pepperdine,2,49,14,35,.286,0,0,0,0,0
3325,Greg Walcavich,1987,1987,Rice,1,8,1,7,.125,0,0,0,0,0
3326,Al Walker,1994,2007,Binghamton,9,250,105,145,.420,0,0,0,0,0
3327,Andy Walker,1986,1989,Niagara,4,117,59,58,.504,0,0,0,0,0
3328,Chris Walker,2013,2013,Texas Tech,1,31,11,20,.355,0,0,0,0,0
3329,Dean Walker,1919,1919,Oregon,1,17,13,4,.765,1,0,,,
3330,Ed Walker,1931,1935,Mississippi,5,82,36,46,.439,0,0,,,
3331,Fred Walker,1918,1931,Texas,9,174,95,79,.546,0,0,,,
3332,George Walker,1908,1908,Utah State,1,8,0,8,.000,0,0,,,
3333,James Walker,1939,1942,Virginia Military Institute,4,66,27,39,.409,0,0,0,0,0
3334,Keith Walker,2014,2016,Delaware State,3,79,30,49,.380,0,0,0,0,0
3335,Lonnie Walker,1990,1993,Alcorn State,4,114,37,77,.325,0,0,0,0,0
3336,Marjorie Walker,1897,1897,Mount Union,1,2,1,1,.500,0,0,,,
3337,Rich Walker,1988,1990,Florida International,3,84,26,58,.310,0,0,0,0,0
3338,Shawn Walker,2015,2016,Grambling,2,60,9,51,.150,0,0,0,0,0
3339,Kevin Wall,1987,1992,Texas-Rio Grande Valley,6,171,76,95,.444,0,0,0,0,0
3340,Riley Wallace,1977,2007,Hawaii,22,641,349,292,.544,2,3,3,0,0
3341,Duddy Waller,1967,1970,Arkansas,4,95,31,64,.326,0,0,0,0,0
3342,Dennis Walling,1968,1973,West Texas A&M,6,149,82,67,.550,0,0,0,0,0
3343,Sox Walseth,1957,1976,Colorado,20,506,260,246,.514,3,0,3,0,0
3344,Adam Walsh,2011,2011,Centenary (LA),1,30,1,29,.033,0,0,0,0,0
3345,Bob Walsh,2015,2016,Maine,2,60,11,49,.183,0,0,0,0,0
3346,Bob Walters,1964,1965,La Salle,2,48,31,17,.646,0,0,0,0,0
3347,Dick Walters,1979,1985,Evansville,7,201,114,87,.567,1,1,1,0,0
3348,Gary Walters,1976,1981,Providence,6,159,65,94,.409,0,0,0,0,0
3349,H.H. Walters,1916,1919,Iowa State,4,65,27,38,.415,0,0,,,
3350,Rex Walters,2007,2016,San Francisco,10,318,158,160,.497,0,0,0,0,0
3351,Royce Waltman,1998,2007,Indiana State,10,298,134,164,.450,1,1,2,0,0
3352,B.Y. Walton,1912,1912,Mississippi,1,12,10,2,.833,0,0,,,
3353,Happy Wann,1916,1921,Millikin,5,109,80,29,.734,0,0,,,
3354,A.H. Ward,1916,1916,Clemson,1,9,2,6,.250,0,0,,,
3355,Stanley Ward,1955,1969,Brown,15,374,133,241,.356,0,0,0,0,0
3356,Brian Wardle,2011,2016,Bradley,6,192,100,92,.521,1,0,0,0,0
3357,Warner,1908,1908,Lake Forest,1,11,3,8,.273,0,0,,,
3358,Donald Warnke,1949,1949,Valparaiso,1,25,8,17,.320,0,0,0,0,0
3359,Cliff Warren,2006,2014,Jacksonville,9,276,126,150,.457,2,0,0,0,0
3360,John Warren,1945,1951,Oregon,5,163,87,76,.534,1,0,1,0,0
3361,Robert Warren,1930,1942,North Carolina State,3,56,26,30,.464,0,0,0,0,0
3362,Tom Wasdin,1971,1973,Jacksonville,3,81,63,18,.778,0,0,2,0,0
3363,Robert Washington,2010,2012,Grambling,3,89,23,66,.258,0,0,0,0,0
3364,Rudy Washington,1991,1996,Drake,6,165,63,102,.382,0,0,0,0,0
3365,Bucky Waters,1966,1973,Duke,8,218,132,86,.606,1,1,1,0,0
3366,Dale Waters,1946,1953,Texas-El Paso,5,110,38,72,.345,0,0,0,0,0
3367,Gary Waters,1997,2016,Cleveland State,20,641,356,285,.555,2,3,3,0,0
3368,Jack Waters,1974,1977,Georgia State,4,103,31,72,.301,0,0,0,0,0
3369,Melvin Watkins,1997,2006,Missouri,9,241,104,137,.432,1,0,2,0,0
3370,Bobby Watson,1978,1978,Evansville,1,4,1,3,.250,0,0,0,0,0
3371,Lou Watson,1966,1971,Indiana,5,122,62,60,.508,1,0,1,0,0
3372,Perry Watson,1994,2008,Detroit Mercy,15,443,258,185,.582,2,2,2,0,0
3373,Claude Watts,1922,1923,Toledo,2,21,7,14,.333,0,0,,,
3374,Ray Watts,1948,1953,Baldwin-Wallace,4,92,54,38,.587,0,0,0,0,0
3375,Stan Watts,1950,1972,Brigham Young,23,625,371,254,.594,8,0,7,0,0
3376,Derek Waugh,2001,2011,Stetson,11,321,125,196,.389,0,0,0,0,0
3377,Samuel Waugh,1916,1916,Nebraska,1,14,13,1,.929,1,0,,,
3378,Stewart Way,1970,1971,Marshall,2,49,25,24,.510,0,0,0,0,0
3379,W.D. Weatherford,1901,1902,Vanderbilt,2,11,7,4,.636,0,0,,,
3380,James Weaver,1956,1962,Saint Mary's (CA),7,179,110,69,.615,1,0,1,0,0
3381,Sam Weaver,1994,2001,Northern Iowa,6,165,50,115,.303,0,0,0,0,0
3382,Paul Webb,1977,1985,Old Dominion,9,264,177,87,.670,1,0,3,0,0
3383,Vonn Webb,2007,2007,UC-Riverside,1,31,7,24,.226,0,0,0,0,0
3384,Bruce Weber,1999,2016,Kansas State,18,601,392,209,.652,5,1,10,1,0
3385,Edward Weber,1930,1932,Louisville,3,48,26,22,.542,0,0,,,
3386,Tracy Webster,2010,2010,DePaul,1,16,1,15,.063,0,0,0,0,0
3387,Clarence Weed,1910,1910,Akron,1,8,5,3,.625,0,0,,,
3388,Ernest Wehman,1945,1945,Citadel,1,23,16,7,.696,0,0,0,0,0
3389,Bill Weimar,1978,1978,Denver,1,27,10,17,.370,0,0,0,0,0
3390,John Weinert,1977,1986,Bowling Green State,10,279,146,133,.523,2,0,0,0,0
3391,Bob Weinhauer,1978,1985,Arizona State,8,233,143,90,.614,4,0,4,1,0
3392,Tom Weirich,1977,1979,Robert Morris,3,76,24,52,.316,0,0,0,0,0
3393,Larry Weise,1962,1973,St. Bonaventure,12,292,202,90,.692,0,0,2,1,0
3394,Steve Welch,1988,1994,McNeese State,7,197,75,122,.381,0,1,1,0,0
3395,Clifford Wells,1946,1963,Tulane,18,425,254,171,.598,0,0,0,0,0
3396,Jerry Welsh,1992,1995,Iona,4,110,47,63,.427,0,0,0,0,0
3397,Tim Welsh,1996,2008,Providence,13,395,230,165,.582,3,1,3,0,0
3398,Bob Weltlich,1977,2002,South Alabama,22,635,300,335,.472,5,3,3,0,0
3399,Bill Wendt,1941,1942,DePaul,2,43,23,20,.535,0,0,0,0,0
3400,Bob Wenzel,1982,1997,Rutgers,15,437,216,221,.494,1,2,3,0,0
3401,Louis Wenzell,1913,1913,Navy,1,9,9,0,1.000,0,0,,,
3402,T.H. Werner,1909,1909,Mississippi State,1,10,5,5,.500,0,0,,,
3403,Phillip Wessels,1906,1909,Rhode Island,4,35,25,10,.714,0,0,,,
3404,Samuel West,2004,2008,Alcorn State,5,147,44,103,.299,0,0,0,0,0
3405,Woody West,1944,1944,Tulsa,1,8,5,3,.625,0,0,0,0,0
3406,Marty Westerman,1942,1942,Lehigh,1,15,7,8,.467,0,0,0,0,0
3407,Paul Westhead,1971,1997,George Mason,18,508,285,223,.561,5,4,5,0,0
3408,Alfred Westphal,1906,1917,Indiana State,6,75,49,26,.653,0,0,,,
3409,Paul Westphal,2002,2006,Pepperdine,5,148,76,72,.514,1,0,1,0,0
3410,Cliff Wettig,1978,1981,Samford,3,81,29,52,.358,0,0,0,0,0
3411,Jim Whatley,1947,1951,Georgia,5,107,50,57,.467,0,0,0,0,0
3412,Ray Whisman,1915,1916,Drake,2,23,8,15,.348,0,0,,,
3413,Berry Whitaker,1920,1920,Texas,1,16,10,6,.625,0,0,,,
3414,Bill White,1977,1982,Texas-Rio Grande Valley,6,160,94,66,.588,0,0,0,0,0
3415,Calvin White,1981,1982,Prairie View,2,50,4,46,.080,0,0,0,0,0
3416,Donald White,1924,1963,Rutgers,33,633,301,332,.476,6,0,0,0,0
3417,George White,1944,1944,New Mexico,1,13,11,2,.846,1,0,0,0,0
3418,Greg White,1997,2003,Marshall,7,199,115,84,.578,1,0,0,0,0
3419,Harold White,1918,1918,Grove City,1,9,2,7,.222,0,0,,,
3420,J.L. White,1921,1925,Florida,3,41,14,27,.341,0,0,,,
3421,Michael White,2012,2016,Florida,5,177,122,55,.689,3,0,0,0,0
3422,Red White,1935,1936,Colorado School of Mines,2,28,3,25,.107,0,0,,,
3423,Walter G. White,1910,1910,Brown,1,14,5,9,.357,0,0,,,
3424,Jim Whitesell,2005,2011,Loyola (IL),7,216,109,107,.505,0,0,0,0,0
3425,Joseph Whitesides,1948,1950,Utah State,3,89,35,54,.393,0,0,0,0,0
3426,James Whitford,2014,2016,Ball State,3,95,33,62,.347,1,0,0,0,0
3427,Norman Whiting,1918,1919,Marietta,2,25,16,9,.640,0,0,,,
3428,Glen Whitis,1971,1972,Hardin-Simmons,2,51,23,28,.451,0,0,0,0,0
3429,N. Whitlock,1912,1912,Montana,1,6,1,5,.167,0,0,,,
3430,Bill Whitmore,1982,1986,Vermont,5,139,45,94,.324,0,0,0,0,0
3431,Davey Whitney,1978,2003,Alcorn State,19,562,332,230,.591,10,6,6,0,0
3432,Dereck Whittenburg,2000,2010,Fordham,11,298,136,162,.456,1,1,1,0,0
3433,Alexander Whyte,1914,1915,Kent State,2,14,10,4,.714,0,0,,,
3434,Guy Wicks,1942,1947,Idaho,2,56,16,40,.286,0,0,0,0,0
3435,Ralph Wicks,1910,1910,Wabash,1,12,7,5,.583,0,0,,,
3436,Randy Wiel,1994,2002,Middle Tennessee,9,256,116,140,.453,0,0,0,0,0
3437,John Wiethe,1947,1952,Cincinnati,6,153,106,47,.693,5,0,0,0,0
3438,Bertram Wiggins,1912,1912,Indiana State,1,13,7,6,.538,0,0,,,
3439,George Wigton,1963,1963,Connecticut,1,15,11,4,.733,1,0,1,0,0
3440,Dave Wike,1953,1953,Miami (FL),1,21,9,12,.429,0,0,0,0,0
3441,Laurence Wild,1914,1914,Navy,1,10,10,0,1.000,0,0,,,
3442,Glenn Wilkes,1972,1993,Stetson,22,610,328,282,.538,0,0,0,0,0
3443,Charlie Willard,1934,1935,Citadel,2,30,14,16,.467,0,0,,,
3444,Kevin Willard,2008,2016,Seton Hall,9,291,152,139,.522,0,1,1,0,0
3445,Ralph Willard,1991,2009,Holy Cross,19,577,336,241,.582,5,5,6,0,0
3446,Denis Willens,1988,1988,Pacific,1,12,0,12,.000,0,0,0,0,0
3447,Willett,1914,1914,Colorado School of Mines,1,6,2,4,.333,0,0,,,
3448,Bill Williams,1933,1943,Drake,11,228,113,115,.496,3,0,0,0,0
3449,Bob Williams,1999,2016,UC-Santa Barbara,18,543,306,237,.564,4,3,3,0,0
3450,Buzz Williams,2007,2016,Virginia Tech,9,307,184,123,.599,1,0,5,0,0
3451,Carroll Williams,1971,1992,Santa Clara,22,618,341,277,.552,0,1,1,0,0
